salida_033 1 ../dataset/salida/salida_033
salida_016 1 ../dataset/salida/salida_016
salida_032 1 ../dataset/salida/salida_032
entrada_023 0 ../dataset/entrada/entrada_023
entrada_040 0 ../dataset/entrada/entrada_040
entrada_047 0 ../dataset/entrada/entrada_047
entrada_028 0 ../dataset/entrada/entrada_028
entrada_052 0 ../dataset/entrada/entrada_052
entrada_051 0 ../dataset/entrada/entrada_051
entrada_024 0 ../dataset/entrada/entrada_024
salida_007 1 ../dataset/salida/salida_007
salida_009 1 ../dataset/salida/salida_009
entrada_049 0 ../dataset/entrada/entrada_049
entrada_013 0 ../dataset/entrada/entrada_013
salida_024 1 ../dataset/salida/salida_024
salida_001 1 ../dataset/salida/salida_001
entrada_018 0 ../dataset/entrada/entrada_018
entrada_016 0 ../dataset/entrada/entrada_016
salida_004 1 ../dataset/salida/salida_004
salida_046 1 ../dataset/salida/salida_046
entrada_022 0 ../dataset/entrada/entrada_022
salida_018 1 ../dataset/salida/salida_018
entrada_050 0 ../dataset/entrada/entrada_050
salida_008 1 ../dataset/salida/salida_008
entrada_008 0 ../dataset/entrada/entrada_008
entrada_017 0 ../dataset/entrada/entrada_017
salida_030 1 ../dataset/salida/salida_030
salida_049 1 ../dataset/salida/salida_049
salida_020 1 ../dataset/salida/salida_020
salida_025 1 ../dataset/salida/salida_025
entrada_007 0 ../dataset/entrada/entrada_007
salida_039 1 ../dataset/salida/salida_039
entrada_005 0 ../dataset/entrada/entrada_005
entrada_001 0 ../dataset/entrada/entrada_001
salida_031 1 ../dataset/salida/salida_031
salida_047 1 ../dataset/salida/salida_047
salida_034 1 ../dataset/salida/salida_034
entrada_048 0 ../dataset/entrada/entrada_048
salida_041 1 ../dataset/salida/salida_041
entrada_042 0 ../dataset/entrada/entrada_042
entrada_006 0 ../dataset/entrada/entrada_006
entrada_039 0 ../dataset/entrada/entrada_039
entrada_038 0 ../dataset/entrada/entrada_038
salida_013 1 ../dataset/salida/salida_013
salida_006 1 ../dataset/salida/salida_006
salida_017 1 ../dataset/salida/salida_017
salida_011 1 ../dataset/salida/salida_011
entrada_046 0 ../dataset/entrada/entrada_046
entrada_011 0 ../dataset/entrada/entrada_011
salida_040 1 ../dataset/salida/salida_040
salida_048 1 ../dataset/salida/salida_048
entrada_045 0 ../dataset/entrada/entrada_045
salida_042 1 ../dataset/salida/salida_042
salida_023 1 ../dataset/salida/salida_023
entrada_026 0 ../dataset/entrada/entrada_026
entrada_021 0 ../dataset/entrada/entrada_021
salida_005 1 ../dataset/salida/salida_005
salida_037 1 ../dataset/salida/salida_037
salida_012 1 ../dataset/salida/salida_012
entrada_015 0 ../dataset/entrada/entrada_015
entrada_036 0 ../dataset/entrada/entrada_036
entrada_029 0 ../dataset/entrada/entrada_029
salida_010 1 ../dataset/salida/salida_010
entrada_043 0 ../dataset/entrada/entrada_043
entrada_014 0 ../dataset/entrada/entrada_014
salida_043 1 ../dataset/salida/salida_043
entrada_012 0 ../dataset/entrada/entrada_012
salida_036 1 ../dataset/salida/salida_036
entrada_004 0 ../dataset/entrada/entrada_004
entrada_003 0 ../dataset/entrada/entrada_003
entrada_034 0 ../dataset/entrada/entrada_034
entrada_020 0 ../dataset/entrada/entrada_020
salida_029 1 ../dataset/salida/salida_029
salida_045 1 ../dataset/salida/salida_045
salida_003 1 ../dataset/salida/salida_003
salida_002 1 ../dataset/salida/salida_002
salida_022 1 ../dataset/salida/salida_022
entrada_002 0 ../dataset/entrada/entrada_002
salida_019 1 ../dataset/salida/salida_019
salida_035 1 ../dataset/salida/salida_035
